
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070247                         C123                             277   1   1   1   1 1      1 0 IL_C_fil_DSP        153042945
08070247                         C123                             277   1   2   1   1 2      2 0 XSIG060882          150077441
08070247                         C124                             276   1   1   1   1 1      1 0 DRV_A_G1_DSP        151097345
08070247                         C124                             276   1   2   1   1 2      2 0 XSIG100271          151093249
08070247                         C125                             275   1   1   1   1 1      1 0 DRV_A_G2_DSP        151146497
08070247                         C125                             275   1   2   1   1 2      2 0 XSIG100283          151142401
08070247                         C126                             274   1   1   1   1 1      1 0 DRV_A_G3_DSP        151183361
08070247                         C126                             274   1   2   1   1 2      2 0 XSIG100295          151179265
08070247                         C127                             273   1   1   1   1 1      1 0 DRV_A_G4_DSP        151220225
08070247                         C127                             273   1   2   1   1 2      2 0 XSIG100309          151216129
08070247                         C128                             272   1   1   1   1 1      1 0 DRV_B_G1_DSP        151257089
08070247                         C128                             272   1   2   1   1 2      2 0 XSIG100319          151252993
08070247                         C129                             271   1   1   1   1 1      1 0 DRV_B_G2_DSP        151293953
08070247                         C129                             271   1   2   1   1 2      2 0 XSIG100332          151289857
08070247                         C130                             270   1   1   1   1 1      1 0 DRV_B_G3_DSP        151330817
08070247                         C130                             270   1   2   1   1 2      2 0 XSIG100346          151326721
08070247                         C131                             269   1   1   1   1 1      1 0 DRV_B_G4_DSP        151367681
08070247                         C131                             269   1   2   1   1 2      2 0 XSIG100356          151363585
08070247                         C132                             268   1   1   1   1 1      1 0 DRV_C_G1_DSP        151486465
08070247                         C132                             268   1   2   1   1 2      2 0 XSIG110138          151482369
08070247                         C133                             267   1   1   1   1 1      1 0 DRV_C_G2_DSP        151523329
08070247                         C133                             267   1   2   1   1 2      2 0 XSIG110148          151519233
08070247                         C134                             266   1   1   1   1 1      1 0 DRV_C_G3_DSP        151560193
08070247                         C134                             266   1   2   1   1 2      2 0 XSIG110157          151556097
08070247                         C135                             265   1   1   1   1 1      1 0 DRV_C_G4_DSP        151597057
08070247                         C135                             265   1   2   1   1 2      2 0 XSIG110170          151592961
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070247                         C136                             264   1   1   1   1 1      1 0 DRV_AC_RSV1_DSP     151670785
08070247                         C136                             264   1   2   1   1 2      2 0 XSIG110246          151810049
08070247                         C137                             263   1   1   1   1 1      1 0 DRV_AC_RSV2_DSP     151711745
08070247                         C137                             263   1   2   1   1 2      2 0 XSIG110213          151707649
08070247                         C138                             262   1   1   1   1 1      1 0 DRV_MAIN_RLY_DSP    151752705
08070247                         C138                             262   1   2   1   1 2      2 0 XSIG110225          151748609
08070247                         C139                             261   1   1   1   1 1      1 0 DRV_SOFT_RLY_DSP    151797761
08070247                         C139                             261   1   2   1   1 2      2 0 XSIG110241          151793665
08070247                         C140                             260   1   1   1   1 1      1 0 DC1_DRV_Pri_1_DSP   151863297
08070247                         C140                             260   1   2   1   1 2      2 0 XSIG120128          151859201
08070247                         C141                             259   1   1   1   1 1      1 0 DC1_DRV_Pri_2_DSP   151900161
08070247                         C141                             259   1   2   1   1 2      2 0 XSIG120141          151896065
08070247                         C142                             258   1   1   1   1 1      1 0 DC1_DRV_Pri_3_DSP   151937025
08070247                         C142                             258   1   2   1   1 2      2 0 XSIG120155          151932929
08070247                         C143                             257   1   1   1   1 1      1 0 DC1_DRV_Pri_4_DSP   151973889
08070247                         C143                             257   1   2   1   1 2      2 0 XSIG120165          151969793
08070247                         C144                             256   1   1   1   1 1      1 0 DC1_DRV_Sec_1_DSP   152047617
08070247                         C144                             256   1   2   1   1 2      2 0 XSIG120239          152186881
08070247                         C145                             255   1   1   1   1 1      1 0 DC1_DRV_Sec_2_DSP   152088577
08070247                         C145                             255   1   2   1   1 2      2 0 XSIG120206          152084481
08070247                         C146                             254   1   1   1   1 1      1 0 DC1_DRV_Sec_3_DSP   152129537
08070247                         C146                             254   1   2   1   1 2      2 0 XSIG120221          152125441
08070247                         C147                             253   1   1   1   1 1      1 0 DC1_DRV_Sec_4_DSP   152174593
08070247                         C147                             253   1   2   1   1 2      2 0 XSIG120235          152170497
08070247                         C148                             252   1   1   1   1 1      1 0 DC2_DRV_Pri_1_DSP   152240129
08070247                         C148                             252   1   2   1   1 2      2 0 XSIG130232          152236033
08070247                         C149                             251   1   1   1   1 1      1 0 DC2_DRV_Pri_2_DSP   152276993
08070247                         C149                             251   1   2   1   1 2      2 0 XSIG130242          152272897
08070247                         C150                             250   1   1   1   1 1      1 0 DC2_DRV_Pri_3_DSP   152313857
08070247                         C150                             250   1   2   1   1 2      2 0 XSIG130251          152309761
08070247                         C151                             249   1   1   1   1 1      1 0 DC2_DRV_Pri_4_DSP   152350721
08070247                         C151                             249   1   2   1   1 2      2 0 XSIG130264          152346625
08070247                         C152                             248   1   1   1   1 1      1 0 DC2_DRV_Sec_1_DSP   152424449
08070247                         C152                             248   1   2   1   1 2      2 0 XSIG130339          152563713
08070247                         C153                             247   1   1   1   1 1      1 0 DC2_DRV_Sec_2_DSP   152465409
08070247                         C153                             247   1   2   1   1 2      2 0 XSIG130306          152461313
08070247                         C154                             246   1   1   1   1 1      1 0 DC2_DRV_Sec_3_DSP   152506369
08070247                         C154                             246   1   2   1   1 2      2 0 XSIG130321          152502273
08070247                         C155                             245   1   1   1   1 1      1 0 DC2_DRV_Sec_4_DSP   152551425
08070247                         C155                             245   1   2   1   1 2      2 0 XSIG130335          152547329
08070247                         C156                             244   1   1   1   1 1      1 0 PWM_FAN_DSP         152653825
08070247                         C156                             244   1   2   1   1 2      2 0 XSIG140250          152649729
08070247                         C157                             243   1   1   1   1 1      1 0 XSIG060841          149975041
08070247                         C157                             243   1   2   1   1 2      2 0 REF1.5V             150089729
08070247                         C158                             242   1   1   1   1 1      1 0 XSIG060860          150024193
08070247                         C158                             242   1   2   1   1 2      2 0 REF1.5V             150089729
08070247                         C159                             241   1   1   1   1 1      1 0 XSIG060879          150073345
08070247                         C159                             241   1   2   1   1 2      2 0 REF1.5V             150089729
08070247                         C160                             238   1   1   1   1 1      1 0 XSIG031025          149016577
08070247                         C160                             238   1   2   1   1 2      2 0 -15V                149037057
08070247                         C161                             240   1   1   1   1 1      1 0 XSIG031007          148971521
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070247                         C161                             240   1   2   1   1 2      2 0 GND                 153853953
08070247                         C162                             239   1   1   1   1 1      1 0 XSIG031127          149221377
08070247                         C162                             239   1   2   1   1 2      2 0 GND                 153853953
08070249                         C186                             703   1   1   1   1 1      1 0 VA_INNER_DSP        153317377
08070249                         C186                             703   1   2   1   1 2      2 0 XSIG040966          149360641
08070249                         C187                             702   1   1   1   1 1      1 0 VB_INNER_DSP        153325569
08070249                         C187                             702   1   2   1   1 2      2 0 XSIG040975          149385217
08070249                         C188                             701   1   1   1   1 1      1 0 VC_INNER_DSP        153333761
08070249                         C188                             701   1   2   1   1 2      2 0 XSIG040986          149409793
08070249                         C189                             700   1   1   1   1 1      1 0 VA_INNER_DC_DSP     152764417
08070249                         C189                             700   1   2   1   1 2      2 0 XSIG040997          149434369
08070249                         C190                             699   1   1   1   1 1      1 0 VB_INNER_DC_DSP     152768513
08070249                         C190                             699   1   2   1   1 2      2 0 XSIG041008          149458945
08070249                         C191                             698   1   1   1   1 1      1 0 VC_INNER_DC_DSP     152977409
08070249                         C191                             698   1   2   1   1 2      2 0 XSIG041016          149483521
08070249                         C192                             696   1   1   1   1 1      1 0 VA_PORT_DSP         152862721
08070249                         C192                             696   1   2   1   1 2      2 0 XSIG040939          149286913
08070249                         C193                             695   1   1   1   1 1      1 0 VB_PORT_DSP         152866817
08070249                         C193                             695   1   2   1   1 2      2 0 XSIG040950          149311489
08070249                         C194                             704   1   1   1   1 1      1 0 VC_PORT_DSP         153047041
08070249                         C194                             704   1   2   1   1 2      2 0 XSIG040960          149336065
08070249                         C195                             681   1   1   1   1 1      1 0 XSIG040970          149377025
08070249                         C195                             681   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C196                             682   1   1   1   1 1      1 0 XSIG040981          149401601
08070249                         C196                             682   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C197                             686   1   1   1   1 1      1 0 XSIG040992          149426177
08070249                         C197                             686   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C198                             690   1   1   1   1 1      1 0 XSIG041003          149450753
08070249                         C198                             690   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C199                             689   1   1   1   1 1      1 0 XSIG041014          149475329
08070249                         C199                             689   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C200                             692   1   1   1   1 1      1 0 XSIG040936          149278721
08070249                         C200                             692   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C201                             694   1   1   1   1 1      1 0 XSIG040945          149303297
08070249                         C201                             694   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C202                             693   1   1   1   1 1      1 0 XSIG040956          149327873
08070249                         C202                             693   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C203                             691   1   1   1   1 1      1 0 XSIG040964          149352449
08070249                         C203                             691   1   2   1   1 2      2 0 REF1.5V             150089729
08070249                         C257                             697   1   1   1   1 1      1 0 -12V_1              151011329
08070249                         C257                             697   1   2   1   1 2      2 0 XSIG090207          151064577
08070249                         C258                             685   1   1   1   1 1      1 0 GND                 153853953
08070249                         C258                             685   1   2   1   1 2      2 0 XSIG090184          150990849
08070249                         C259                             684   1   1   1   1 1      1 0 GND                 153853953
08070249                         C259                             684   1   2   1   1 2      2 0 XSIG090187          151003137
08070249                         C260                             688   1   1   1   1 1      1 0 GND                 153853953
08070249                         C260                             688   1   2   1   1 2      2 0 XSIG090194          151023617
08070249                         C261                             680   1   1   1   1 1      1 0 PWM_FAN             152633345
08070249                         C261                             680   1   2   1   1 2      2 0 GND                 153853953
08070249                         C262                             683   1   1   1   1 1      1 0 GND_para_1          153743361
08070249                         C262                             683   1   2   1   1 2      2 0 XSIG170467          153718785
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070249                         C263                             687   1   1   1   1 1      1 0 XSIG140230          152608769
08070249                         C263                             687   1   2   1   1 2      2 0 GND                 153853953
08070250                         C114                             237   1   1   1   1 1      1 0 XSIG031004          148959233
08070250                         C114                             237   1   2   1   1 2      2 0 XSIG031005          148963329
08070250                         C115                             236   1   1   1   1 1      1 0 XSIG031022          149004289
08070250                         C115                             236   1   2   1   1 2      2 0 XSIG031023          149008385
08070250                         C116                             235   1   1   1   1 1      1 0 XSIG031123          149209089
08070250                         C116                             235   1   2   1   1 2      2 0 XSIG031125          149213185
08070250                         C117                             234   1   1   1   1 1      1 0 FAN_FAULT1_AD       152879105
08070250                         C117                             234   1   2   1   1 2      2 0 GND                 153853953
08070250                         C118                             233   1   1   1   1 1      1 0 FAN_FAULT2_AD       152940545
08070250                         C118                             233   1   2   1   1 2      2 0 GND                 153853953
08070250                         C119                             232   1   1   1   1 1      1 0 FAN_FAULT3_AD       152948737
08070250                         C119                             232   1   2   1   1 2      2 0 GND                 153853953
08070250                         C120                             231   1   1   1   1 1      1 0 FAN_GND_AD          152969217
08070250                         C120                             231   1   2   1   1 2      2 0 GND                 153853953
08070464                         C108                             225   1   1   1   1 1      1 0 -12V_1_1E           149020673
08070464                         C108                             225   1   2   1   1 2      2 0 XSIG031021          149000193
08070464                         C109                             226   1   1   1   1 1      1 0 GND                 153853953
08070464                         C109                             226   1   2   1   1 2      2 0 XSIG031122          149204993
08070464                         C110                             227   1   1   1   1 1      1 0 GND                 153853953
08070464                         C110                             227   1   2   1   1 2      2 0 XSIG031003          148955137
08070583                         C270                            1153   1   1   1   1 1      1 0 GND_para_1          153743361
08070583                         C270                            1153   1   2   1   1 2      2 0 XSIG170388          153481217
08070583                         C271                            1152   1   1   1   1 1      1 0 GND_para_1          153743361
08070583                         C271                            1152   1   2   1   1 2      2 0 XSIG170390          153485313
08070583                         C272                            1151   1   1   1   1 1      1 0 GND_para_1          153743361
08070583                         C272                            1151   1   2   1   1 2      2 0 XSIG170436          153632769
08070583                         C273                            1150   1   1   1   1 1      1 0 GND_para_1          153743361
08070583                         C273                            1150   1   2   1   1 2      2 0 XSIG170434          153628673
08070591                         C277                            1167   1   1   1   1 1      1 0 GND                 153853953
08070591                         C277                            1167   1   2   1   1 2      2 0 ISNS                153808897
08070604                         C279                            1178   1   1   1   1 1      1 0 XSIG180099          153866241
08070604                         C279                            1178   1   2   2   1 2      2 0 GND_para            153878529
08070604                         C280                            1177   1   1   1   1 1      1 0 XSIG180099          153866241
08070604                         C280                            1177   1   2   2   1 2      2 0 GND_para            153878529
08070604                         C281                            1175   1   1   1   1 1      1 0 XSIG180057          153747457
08070604                         C281                            1175   1   2   2   1 2      2 0 GND                 153853953
08070604                         C282                            1176   1   1   1   1 1      1 0 +24V                153829377
08070604                         C282                            1176   1   2   2   1 2      2 0 GND                 153853953
08070640                         C92                              118   1   1   1   1 1      1 0 GND                 153853953
08070640                         C92                              118   1   2   1   1 2      2 0 +3V3_ref_1          149164033
08070640                         C93                              116   1   1   1   1 1      1 0 GND                 153853953
08070640                         C93                              116   1   2   1   1 2      2 0 XSIG060833          149946369
08070640                         C94                              117   1   1   1   1 1      1 0 GND                 153853953
08070640                         C94                              117   1   2   1   1 2      2 0 XSIG060834          149950465
08070640                         C95                              114   1   1   1   1 1      1 0 GND                 153853953
08070640                         C95                              114   1   2   1   1 2      2 0 XSIG060848          149995521
08070640                         C96                              115   1   1   1   1 1      1 0 GND                 153853953
08070640                         C96                              115   1   2   1   1 2      2 0 XSIG060850          149999617
08070640                         C97                              112   1   1   1   1 1      1 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070640                         C97                              112   1   2   1   1 2      2 0 XSIG060865          150044673
08070640                         C98                              113   1   1   1   1 1      1 0 GND                 153853953
08070640                         C98                              113   1   2   1   1 2      2 0 XSIG060867          150048769
08070640                         C99                              110   1   1   1   1 1      1 0 GND                 153853953
08070640                         C99                              110   1   2   1   1 2      2 0 +12V_1_1K           148348929
08070640                         C100                             102   1   1   1   1 1      1 0 GND                 153853953
08070640                         C100                             102   1   2   1   1 2      2 0 VREF_5V             151052289
08070640                         C101                             103   1   1   1   1 1      1 0 GND                 153853953
08070640                         C101                             103   1   2   1   1 2      2 0 +3.3V               153563137
08070640                         C102                             108   1   1   1   1 1      1 0 GND                 153853953
08070640                         C102                             108   1   2   1   1 2      2 0 REF1.5V             150089729
08070640                         C103                             109   1   1   1   1 1      1 0 GND                 153853953
08070640                         C103                             109   1   2   1   1 2      2 0 VREF_5V             151052289
08070640                         C104                             106   1   1   1   1 1      1 0 GND                 153853953
08070640                         C104                             106   1   2   1   1 2      2 0 REF1.5V             150089729
08070640                         C105                             107   1   1   1   1 1      1 0 GND                 153853953
08070640                         C105                             107   1   2   1   1 2      2 0 REF1.5V             150089729
08070640                         C106                             104   1   1   1   1 1      1 0 GND                 153853953
08070640                         C106                             104   1   2   1   1 2      2 0 +3V3_ref            150687745
08070640                         C107                             105   1   1   1   1 1      1 0 GND                 153853953
08070640                         C107                             105   1   2   1   1 2      2 0 +5V                 149266433
08070640                         C278                             111   1   1   1   1 1      1 0 XSIG180071          153780225
08070640                         C278                             111   1   2   1   1 2      2 0 GND                 153853953
08070640                         C288                             101   1   1   1   1 1      1 0 GND                 153853953
08070640                         C288                             101   1   2   1   1 2      2 0 +3.3V               153563137
08070640                         C289                             100   1   1   1   1 1      1 0 GND                 153853953
08070640                         C289                             100   1   2   1   1 2      2 0 +3.3V               153563137
08070651                         C163                             386   1   1   1   1 1      1 0 GND                 153853953
08070651                         C163                             386   1   2   2   1 2      2 0 +24V                153829377
08070651                         C164                             383   1   1   1   1 1      1 0 GND                 153853953
08070651                         C164                             383   1   2   2   1 2      2 0 +12V_1_1J           149192705
08070651                         C165                             380   1   1   1   1 1      1 0 GND                 153853953
08070651                         C165                             380   1   2   2   1 2      2 0 +12V_1_1J           149192705
08070651                         C166                             382   1   1   1   1 1      1 0 GND                 153853953
08070651                         C166                             382   1   2   2   1 2      2 0 +24V_1_1B           149098497
08070651                         C173                             381   1   1   1   1 1      1 0 REF1.5V             150089729
08070651                         C173                             381   1   2   2   1 2      2 0 GND                 153853953
08070651                         C266                             389   1   1   1   1 1      1 0 XSIG140267          152698881
08070651                         C266                             389   1   2   2   1 2      2 0 GND                 153853953
08070651                         C267                             388   1   1   1   1 1      1 0 XSIG140278          152731649
08070651                         C267                             388   1   2   2   1 2      2 0 GND                 153853953
08070651                         C268                             390   1   1   1   1 1      1 0 XSIG140261          152682497
08070651                         C268                             390   1   2   2   1 2      2 0 GND                 153853953
08070651                         C269                             387   1   1   1   1 1      1 0 XSIG140284          152748033
08070651                         C269                             387   1   2   2   1 2      2 0 GND                 153853953
08070651                         C283                             392   1   1   1   1 1      1 0 XSIG180104          153874433
08070651                         C283                             392   1   2   2   1 2      2 0 XSIG180091          153837569
08070651                         C284                             393   1   1   1   1 1      1 0 XSIG180104          153874433
08070651                         C284                             393   1   2   2   1 2      2 0 XSIG180091          153837569
08070651                         C285                             384   1   1   1   1 1      1 0 XSIG180098          153862145
08070651                         C285                             384   1   2   2   1 2      2 0 XSIG180097          153858049
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070651                         C286                             385   1   1   1   1 1      1 0 +5V_para            153870337
08070651                         C286                             385   1   2   2   1 2      2 0 GND_para            153878529
08070651                         C287                             391   1   1   1   1 1      1 0 +5V_para            153870337
08070651                         C287                             391   1   2   2   1 2      2 0 GND_para            153878529
08070668                         C1                                98   1   1   1   1 1      1 0 XSIG060839          149970945
08070668                         C1                                98   1   2   1   1 2      2 0 XSIG060837          149962753
08070668                         C2                                97   1   1   1   1 1      1 0 XSIG060856          150016001
08070668                         C2                                97   1   2   1   1 2      2 0 XSIG060853          150011905
08070668                         C3                                96   1   1   1   1 1      1 0 XSIG060876          150069249
08070668                         C3                                96   1   2   1   1 2      2 0 XSIG060872          150061057
08070668                         C4                                62   1   1   1   1 1      1 0 DC1_Temp            150917121
08070668                         C4                                62   1   2   1   1 2      2 0 GND                 153853953
08070668                         C5                                61   1   1   1   1 1      1 0 DC2_Temp            150933505
08070668                         C5                                61   1   2   1   1 2      2 0 GND                 153853953
08070668                         C6                                60   1   1   1   1 1      1 0 XSIG090170          150949889
08070668                         C6                                60   1   2   1   1 2      2 0 GND                 153853953
08070668                         C7                                59   1   1   1   1 1      1 0 TempAmbient         150966273
08070668                         C7                                59   1   2   1   1 2      2 0 GND                 153853953
08070668                         C8                                56   1   1   1   1 1      1 0 XSIG031000          148951041
08070668                         C8                                56   1   2   1   1 2      2 0 XSIG031006          148967425
08070668                         C9                                55   1   1   1   1 1      1 0 XSIG031018          148996097
08070668                         C9                                55   1   2   1   1 2      2 0 XSIG031024          149012481
08070668                         C10                               90   1   1   1   1 1      1 0 XSIG070423          150138881
08070668                         C10                               90   1   2   1   1 2      2 0 GND                 153853953
08070668                         C11                               89   1   1   1   1 1      1 0 XSIG070428          150159361
08070668                         C11                               89   1   2   1   1 2      2 0 GND                 153853953
08070668                         C12                               84   1   1   1   1 1      1 0 XSIG070441          150208513
08070668                         C12                               84   1   2   1   1 2      2 0 GND                 153853953
08070668                         C13                               83   1   1   1   1 1      1 0 XSIG070446          150228993
08070668                         C13                               83   1   2   1   1 2      2 0 GND                 153853953
08070668                         C14                               81   1   1   1   1 1      1 0 XSIG070466          150298625
08070668                         C14                               81   1   2   1   1 2      2 0 GND                 153853953
08070668                         C15                               80   1   1   1   1 1      1 0 XSIG070482          150347777
08070668                         C15                               80   1   2   1   1 2      2 0 GND                 153853953
08070668                         C16                               79   1   1   1   1 1      1 0 XSIG070487          150368257
08070668                         C16                               79   1   2   1   1 2      2 0 GND                 153853953
08070668                         C17                               78   1   1   1   1 1      1 0 XSIG070499          150417409
08070668                         C17                               78   1   2   1   1 2      2 0 GND                 153853953
08070668                         C18                               77   1   1   1   1 1      1 0 XSIG070507          150437889
08070668                         C18                               77   1   2   1   1 2      2 0 GND                 153853953
08070668                         C19                               26   1   1   1   1 1      1 0 XSIG070530          150507521
08070668                         C19                               26   1   2   1   1 2      2 0 GND                 153853953
08070668                         C20                               75   1   1   1   1 1      1 0 XSIG080309          150552577
08070668                         C20                               75   1   2   1   1 2      2 0 GND                 153853953
08070668                         C21                               74   1   1   1   1 1      1 0 XSIG080314          150573057
08070668                         C21                               74   1   2   1   1 2      2 0 GND                 153853953
08070668                         C22                               25   1   1   1   1 1      1 0 XSIG080330          150638593
08070668                         C22                               25   1   2   1   1 2      2 0 GND                 153853953
08070668                         C23                               68   1   1   1   1 1      1 0 GND                 153853953
08070668                         C23                               68   1   2   1   1 2      2 0 XSIG080345          150700033
08070668                         C24                               67   1   1   1   1 1      1 0 GND                 153853953
Schematic Net Listing
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
Part                             Reference                        Sym Sub Pin Eqv Sub Pin  Pin Phantom    Net         Net
Number                           Designator                       Num Typ Id  Cls Pak Text Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- --- --- --- ---- --- - -------------------- ---
08070668                         C24                               67   1   2   1   1 2      2 0 XSIG080347          150708225
08070668                         C25                               27   1   1   1   1 1      1 0 GND                 153853953
08070668                         C25                               27   1   2   1   1 2      2 0 XSIG080355          150740993
08070668                         C26                               66   1   1   1   1 1      1 0 GND                 153853953
08070668                         C26                               66   1   2   1   1 2      2 0 XSIG080366          150777857
08070668                         C27                               65   1   1   1   1 1      1 0 GND                 153853953
08070668                         C27                               65   1   2   1   1 2      2 0 XSIG080368          150786049
08070668                         C28                               28   1   1   1   1 1      1 0 GND                 153853953
08070668                         C28                               28   1   2   1   1 2      2 0 XSIG080371          150798337
08070668                         C29                               64   1   1   1   1 1      1 0 GND                 153853953
08070668                         C29                               64   1   2   1   1 2      2 0 XSIG080381          150827009
08070668                         C30                               63   1   1   1   1 1      1 0 GND                 153853953
08070668                         C30                               63   1   2   1   1 2      2 0 XSIG080384          150835201
08070668                         C31                               24   1   1   1   1 1      1 0 GND                 153853953
08070668                         C31                               24   1   2   1   1 2      2 0 XSIG080388          150847489
08070668                         C32                               58   1   1   1   1 1      1 0 XSIG180057          153747457
08070668                         C32                               58   1   2   1   1 2      2 0 GND                 153853953
08070668                         C33                               57   1   1   1   1 1      1 0 XSIG180075          153792513
08070668                         C33                               57   1   2   1   1 2      2 0 GND                 153853953
08070668                         C34                               95   1   1   1   1 1      1 0 +12V_1_1K           148348929
08070668                         C34                               95   1   2   1   1 2      2 0 GND                 153853953
08070668                         C35                               94   1   1   1   1 1      1 0 +12V_1_1I           149811201
08070668                         C35                               94   1   2   1   1 2      2 0 GND                 153853953
08070668                         C36                               93   1   1   1   1 1      1 0 +12V_1_1I           149811201
08070668                         C36                               93   1   2   1   1 2      2 0 GND                 153853953
08070668                         C37                               92   1   1   1   1 1      1 0 -12V_1_1D           149819393
08070668                         C37                               92   1   2   1   1 2      2 0 GND                 153853953
08070668                         C38                               91   1   1   1   1 1      1 0 -12V_1_1D           149819393
08070668                         C38                               91   1   2   1   1 2      2 0 GND                 153853953
08070668                         C39                               88   1   1   1   1 1      1 0 +12V_1_1G           150523905
08070668                         C39                               88   1   2   1   1 2      2 0 GND                 153853953
08070668                         C40                               87   1   1   1   1 1      1 0 +12V_1_1G           150523905
08070668                         C40                               87   1   2   1   1 2      2 0 GND                 153853953
08070668                         C41                               86   1   1   1   1 1      1 0 -12V_1_1B           150532097
08070668                         C41                               86   1   2   1   1 2      2 0 GND                 153853953
08070668                         C42                               85   1   1   1   1 1      1 0 -12V_1_1B           150532097
08070668                         C42                               85   1   2   1   1 2      2 0 GND                 153853953
08070668                         C43                               82   1   1   1   1 1      1 0 XSIG070458          150278145
08070668                         C43                               82   1   2   1   1 2      2 0 GND                 153853953
08070668                         C44                               76   1   1   1   1 1      1 0 XSIG070522          150487041
08070668                         C44                               76   1   2   1   1 2      2 0 GND                 153853953
08070668                         C45                               73   1   1   1   1 1      1 0 +12V_1_1F           150663169
08070668                         C45                               73   1   2   1   1 2      2 0 GND                 153853953
08070668                         C46                               72   1   1   1   1 1      1 0 +12V_1_1F           150663169
08070668                         C46                               72   1   2   1   1 2      2 0 GND                 153853953
08070668                         C47                               71   1   1   1   1 1      1 0 -12V_1_1A           150654977
08070668                         C47                               71   1   2   1   1 2      2 0 GND                 153853953
08070668                         C48                               70   1   1   1   1 1      1 0 -12V_1_1A           150654977
08070668                         C48                               70   1   2   1   1 2      2 0 GND                 153853953
08070668                         C49                               99   1   1   1   1 1      1 0 GND                 153853953
